"ID","FIPS","label","address","State","zip","cat1","cat2","cat3","url","notes","formatted_address","lng","lat"
"50","","Steuben County Chamber of Commerce","Steuben County Chamber of Commerce, IN","IN","46703","No Tier","Other","Development","https://steubenedc.com/Program-and-services/chambers-of-commerce/","","47 Liberty St, Bath, NY 14810, USA",-77.31781800000002,42.335786
"51","","Wabash Valley Power Association","Wabash Valley Power Association, IN","IN","46214","Second Tier","CBN","G&T","https://www.wvpa.com/","","722 N High School Rd, Indianapolis, IN 46214, USA",-86.2730289,39.7758899
"52","","Power Moves","Power Moves, IN","IN","46214","No Tier","Program","Energy Savings","https://www.powermoves.com/","","253 W Merrick Rd, Valley Stream, NY 11580, USA",-73.7064523,40.6675077
"53","","Indiana Connection","Indiana Connection, IN","IN","46240","No Tier","Other","Press","https://www.indianaconnection.org/","","6640 Intech Blvd #250, Indianapolis, IN 46278, USA",-86.275313,39.875871
"54","","National Rural Electric Cooperative Association","National Rural Electric Cooperative Association, VA","VA","22203","Fourth Tier","Association","National","https://www.electric.coop/","","4301 Wilson Blvd, Arlington, VA 22203, USA",-77.1126749,38.8805352
"55","","Together We Save","Together We Save, IN","IN","","No Tier","Program","Consumer Saivings","https://www.touchstoneenergy.com/together-we-save/overview/","",,,
"56","","Envirowatts","Envirowatts, IN","IN","","No Tier","Program","Development","","funding for environmental projects in community",,,
"57","","Beat the Peak","Beat the Peak, IN","IN","","No Tier","Program","Community","https://ppec.coop/acrecopa-sign-up/","",,,
"58","","ACRE/COPA","ACRE/COPA, IN","IN","","No Tier","Program","Political Action","","",,,
"59","","OurSolar","OurSolar, IN","IN","","No Tier","Program","Solar","https://www.oursolar.coop/pauldingputnam/","",,,
"60","","Paulding County Economic Development","Paulding County Economic Development, OH","OH","","No Tier","Other","Economic Development","https://www.pced.net/","","101 E Perry St, Paulding, OH 45879, USA",-84.5806834,41.1373221
"61","","Putnam County CIC","Putnam County CIC, OH","OH","","No Tier","Other","Economic Development","https://www.putnamcountyohio.com/","","115 S Fair St, Ottawa, OH 45875, USA",-84.0292478,41.0194474
"62","","Defiance County Economic Development","Defiance County Economic Development, OH","OH","","No Tier","Other","Economic Development","https://www.defecon.com/","","1300 E 2nd St # 201, Defiance, OH 43512, USA",-84.34138399999999,41.283784
"63","","Van Wert County Economic Development","Van Wert County Economic Development, OH","OH","","No Tier","Other","Economic Development","https://vanwertcounty.org/","","145 E Main St, Van Wert, OH 45891, USA",-84.5810635,40.8697565
"64","","Van Wert City Economic Development","Van Wert City Economic Development, OH","OH","","No Tier","Other","Economic Development","http://www.whyvanwert.org/","","145 E Main St, Van Wert, OH 45891, USA",-84.5810635,40.8697565
"65","","Regional Chamber of Northeast Indiana","Regional Chamber of Northeast Indiana, IN","IN","","No Tier","Other","Business Association","https://neinadvocates.com/","","200 E Main St, Fort Wayne, IN 46802, USA",-85.1374025,41.0803806
"66","","Greater Fort Wayne Inc.","Greater Fort Wayne Inc., IN","IN","","No Tier","Other","Business Association","https://www.greaterfortwayneinc.com/","","200 E Main St #800, Fort Wayne, IN 46802, USA",-85.1374025,41.0803806
"67","","Northeast Regional Partnership","Northeast Regional Partnership, IN","IN","","No Tier","Other","Business Association","https://neindiana.com/","","200 E Main St suite 910 a, Fort Wayne, IN 46802, USA",-85.13714399999999,41.080499
"68","","New Haven Economic Development","New Haven Economic Development, IN","IN","","No Tier","Other","Economic Development","http://newhaven.in.gov/economic-development/","","165 Church St # 513, New Haven, CT 06510, USA",-72.9240018,41.3074532
"69","","Paulding Chamber of Commerce","Paulding Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","https://www.pauldingchamber.com/","","220 N Main St, Paulding, OH 45879, USA",-84.5797504,41.1390368
"70","","Ottawa Chamber of Commerce","Ottawa Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","https://www.ottawachamber.org/","","129 N Ct St, Ottawa, OH 45875, USA",-84.04661,41.019523
"71","","Kalida Chamber of Commerce","Kalida Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","http://www.kalidaareachamber.com/","","129 N Ct St, Ottawa, OH 45875, USA",-84.04661,41.019523
"72","","Leipsic Chamber of Commerce","Leipsic Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","http://www.leipsicchamber.com/","","142 E Main St, Leipsic, OH 45856, USA",-83.984813,41.0983908
"73","","Defiance Chamber of Commerce","Defiance Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","http://www.defiancechamber.com/","","325 Clinton St, Defiance, OH 43512, USA",-84.36227009999999,41.2858508
"74","","Columbus Chamber of Commerce","Columbus Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","https://www.columbusgroveoh.com/","","150 S Front St #220, Columbus, OH 43215, USA",-83.00117949999999,39.959058
"75","","Delphos Chamber of Commerce","Delphos Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","https://delphoschamber.com/","","310 N Main St, Delphos, OH 45833, USA",-84.3395831,40.8453109
"76","","Van Wert Chamber of Commerce","Van Wert Chamber of Commerce, OH","OH","","No Tier","Other","Business Association","http://www.vanwertchamber.com/","","118 N Washington St, Van Wert, OH 45891, USA",-84.5828429,40.8703609
"77","","New Haven Chamber of Commerce","New Haven Chamber of Commerce, IN","IN","","No Tier","Other","Business Association","https://newhavenindiana.org/","","10, 900 Chapel St, New Haven, CT 06510, USA",-72.9267169,41.306142
"78","","Kosciusko Economic Development Corporation","Kosciusko Economic Development Corporation, IN","IN","","No Tier","Other","Business Association","http://www.kosciuskoedc.com/Index.cfm","","537 S Buffalo St, Warsaw, IN 46580, USA",-85.85631579999999,41.2337274
"79","","Kosciusko Chamber of Commerce","Kosciusko Chamber of Commerce, IN","IN","46580","No Tier","Other","Business Association","http://kremc.com/who-we-are/","","523 S Buffalo St, Warsaw, IN 46580, USA",-85.85624779999999,41.23360419999999
"80","","The Builders Association Kosciusko Fulton Counties, Inc.","The Builders Association Kosciusko Fulton Counties, Inc., IN ","IN ","46580","No Tier","Other","Business Association","https://www.bakfc.com/","","523 S Buffalo St, Warsaw, IN 46580, USA",-85.85617739999999,41.2337709
"81","","Marshall County Economic Development Corporation","Marshall County Economic Development Corporation, IN","IN","46563","No Tier","Other","Business Association","https://www.marshallcountyedc.org/","","2864 Miller Dr, Plymouth, IN 46563, USA",-86.34591410000002,41.3595571
"83","","Powerful Solutions E-newsletter","Powerful Solutions E-newsletter, IN","IN","","No Tier","Other","Economic Development","","",,,
"84","","Cooperative Action Network","Cooperative Action Network, IN","IN","","No Tier","Program","Politcal Action","https://action.coop/","","601 E Brockway Ave Suite a & B, Morgantown, WV 26501, USA",-79.942606,39.623489
"85","","Benton Community School Organization","Benton Community School Organization, IN","IN","","No Tier","Program","Education","http://www.benton.k12.ia.us/","","Benton Community School District, IA, USA",-92.0665197,41.98043699999999
"86","","Cooperative Research Network","Cooperative Research Network, IN","IN","","Second Tier","CBN","Research","","",,,
"87","","Federated Insurance","Federated Insurance, IN","IN","","No Tier","Other","Insurance","https://www.federatedinsurance.com/home","","121 E Park Square, Owatonna, MN 55060, USA",-93.2238794,44.0844619
"88","","National Rural Utilities Cooperative Finance Corporation","National Rural Utilities Cooperative Finance Corporation, IN","IN","","Second Tier","CBN","Finance","https://www.nrucfc.coop/","","20701 Cooperative Way, Sterling, VA 20166, USA",-77.4267655,39.0415808
"89","","North Newton School Corporation","North Newton School Corporation, IN","IN","","No Tier","Other","Education","https://www.nn.k12.in.us","","North Newton School Corporation, IN, USA",-87.42075179999999,41.0509537
"90","","South Newton School Corporation","South Newton School Corporation, IN","IN","","No Tier","Other","Education","https://www.newton.k12.in.us/","","13102 S 50 E, Kentland, IN 47951, USA",-87.3842794,40.8073855
"91","","Community Solar","Community Solar, IN","IN","47955","No Tier","Program","Solar","https://www.tipmont.org/solar/about-community-solar","","100 Matsonford Rd #300, Radnor, PA 19087, USA",-75.356787,40.049676
"92","","Wintek Corportation","Wintek Corportation, IN","IN","47901","No Tier","Vendor","Internet Sercive","https://www.wintek.com/","","427 N 6th St C, Lafayette, IN 47901, USA",-86.890366,40.4214738
"93","","Hoosier Energy Generation and Transmission","Hoosier Energy Generation and Transmission, IN","IN","","Second Tier","CBN","G&T","https://hoosierenergy.com/","","6825 Blackburn Rd, Petersburg, IN 47567, USA",-87.26700989999999,38.5200246
"94","","Indiana Office of Utility Consumer Counselor","Indiana Office of Utility Consumer Counselor, IN","IN","","No Tier","Other","State Regulation","https://www.in.gov/oucc/","","115 W Washington St #1500S, Indianapolis, IN 46204, USA",-86.160437,39.7675601
"95","","Parke County Chamber of Commerce","Parke County Chamber of Commerce, IN","IN","","No Tier","Other","Business Association","http://www.parkecountychamber.com/","","128 W Ohio St, Rockville, IN 47872, USA",-87.22878709999999,39.7628239
"96","","Greater Greencastle Chamber of Commerce","Greater Greencastle Chamber of Commerce, IN","IN","","No Tier","Other","Business Association","http://www.gogreencastle.com/","","2 S Jackson St, Greencastle, IN 46135, USA",-86.86564059999999,39.64388640000001
"97","","Community Action Program of Western Indiana","Community Action Program of Western Indiana, IN","IN","","No Tier","Program","Financal Assistance","http://www.incap.org/energyinfo.html","","418 Washington St, Covington, IN 47932, USA",-87.395794,40.137663
"98","","Child Adult Resource Services","Child Adult Resource Services, IN","IN","","No Tier","Program","Education","http://www.cars-services.org/","","201 Dormeyer Ave, Rockville, IN 47872, USA",-87.215284,39.763638
"99","","American Cancer Society","American Cancer Society, IN","IN","","No Tier","Vendor","American Cancer Society","https://www.cancer.org/","","2222 Cottondale Ln Ste 310, Little Rock, AR 72202, USA",-92.29842049999999,34.7595105
"100","","March of Dimes","March of Dimes, NY","NY","","No Tier","Vendor","March of Dimes","https://www.marchofdimes.org/","","325 Crossways Park Dr, Woodbury, NY 11797, USA",-73.48290589999999,40.8070112
"101","","Junior Achievement Program","Junior Achievement Program, IN","IN","","No Tier","Program","Youth Development","https://www.juniorachievement.org/web/ja-usa/home","","1 Education Way, Colorado Springs, CO 80906, USA",-104.821372,38.783289
"102","","4-H Program","4-H Program, IN","IN","","No Tier","Program","Youth Development","https://extension.purdue.edu/4h/Pages/default.aspx","","201 Umberger Hall, 1612 Claflin Rd, Manhattan, KS 66506, United States",-96.5820569,39.1943815
"103","","My Solar","My Solar, IN","IN","","No Tier","Program","Solar","https://hoosierenergy.com/my-solar-win/","","525 S Hewitt St, Los Angeles, CA 90013, USA",-118.2349944,34.040777
"104","","Habitat for Hummanity Restore","Habitat for Hummanity Restore, IN","IN","","No Tier","Vendor","APPLIANCE RECYCLING","http://www.sinpwr.com/content/appliance-recycling-Program","","601 N West St, Wichita, KS 67203, USA",-97.3901688,37.6927476
"105","","Perry County Chamber of Commerce","Perry County Chamber of Commerce, IN","IN","","No Tier","Other","Business Association","https://www.pickperry.com/","","9 W Main St, New Bloomfield, PA 17068, USA",-77.1874725,40.4194051
"106","","Perry County Economic Development Corporation","Perry County Economic Development Corporation, IN","IN","","No Tier","Other","Economic Development","https://www.pickperry.com/","","112 N Jackson St #5, Perryville, MO 63775, USA",-89.8626649,37.7247401
"107","","Spencer County Chamber of Commerce","Spencer County Chamber of Commerce, IN","IN","","No Tier","Other","Business Association","http://spencercountychamber.org/","","2792 N, US-231, Rockport, IN 47635, United States",-87.0419718,37.9273961
"108","","Lincolnland Economic Development Corporation","Lincolnland Economic Development Corporation, IN","IN","","No Tier","Other","Economic Development","http://www.ledc.org/","","2792 US-231, Rockport, IN 47635, USA",-87.0426219,37.9275192
"109","","Page Day","Page Day, IN","IN","","No Tier","Program","Youth Development","https://www.indianaec.org/Program/youth/page-day/","","961 N, US-89, Page, AZ 86040, United States",-111.484727,36.90273
"110","","Rural Utilities Service (RUS)","Rural Utilities Service (RUS), DC","DC","","Second Tier","CBN","finance","https://www.rd.usda.gov/about-rd/agencies/rural-utilities-service","","1120 20th St NW, Washington, DC 20036, USA",-77.0453758,38.9045825
"111","","Idiana Office of Energy Development","Idiana Office of Energy Development, IN","IN","","No Tier","Other","State Support","https://www.in.gov/oed/","","Indiana, USA",-86.1349019,40.2671941
"112","","U.S. Energy Information Administration","U.S. Energy Information Administration, IN","IN","","No Tier","Other","Federal Support","https://www.eia.gov/","","1000 Independence Ave SW, Washington, DC 20585, USA",-77.0259506,38.8870844
"113","","Indiana Utility Regulatory Commission","Indiana Utility Regulatory Commission, IN","IN","","No Tier","Other","State Regulation","https://www.in.gov/iurc/","","101 W Washington St #1500E, Indianapolis, IN 46204, USA",-86.1610613,39.7665644
"114","","Energy Star","Energy Star, DC","DC","","No Tier","Other","Federal Regulation","https://www.energystar.gov/","","1019 19th St NW, Washington, DC 20036, USA",-77.0432411,38.9030667
"115","","Team Up","Team Up, IN","IN","","No Tier","Program","Energy Savings","https://teamuptosave.com/","","404 Wilmont Dr D, Waukesha, WI 53189, USA",-88.234276,42.9743006
"116","","Shedding Light on Hunger","Shedding Light on Hunger, IN","IN","","No Tier","Program","Food Bank","https://www.wwvremc.com/content/shedding-light-hunger-Program","swap LED lights for non-perishable food for food banks",,,
"117","","Ohio Cooperative Living","Ohio Cooperative Living, OH","OH","","No Tier","Other","Press","https://ohioec.org/ohio-cooperative-living/","","Ohio, USA",-82.90712300000001,40.4172871
"118","","Ohio Electric Cooperatives","Ohio Electric Cooperatives, OH","OH","","Fourth Tier","Association","State","https://ohioec.org/","","6677 Busch Blvd, Columbus, OH 43229, USA",-82.9942982,40.1012987
"119","","Buckeye Power","Buckeye Power, OH","OH","","Second Tier","CBN","G&T","https://ohioec.org/buckeye-power/","","6677 Busch Blvd, Columbus, OH 43229, USA",-82.9942982,40.1012987
